,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
4049,4409,39,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4050,4410,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4051,4411,565,OffSeason,[0-1],Nonref,[0-160],[1-1],False
4052,4412,39,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4053,4413,93,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4054,4414,379,LowSeason,[4-7],Nonref,[0-160],[3-4],True
4055,4415,414,LowSeason,[0-1],Nonref,[0-160],[2-2],False
4056,4416,519,LowSeason,[2-3],Standard,[0-160],[3-4],False
4057,4417,513,LowSeason,[0-1],Nonref,[0-160],[3-4],False
4058,96,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4059,4296,395,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
4060,4419,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4061,4420,414,LowSeason,[0-1],Nonref,[0-160],[2-2],False
4062,4421,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4063,4422,72,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
4064,4423,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4065,4424,114,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
4066,4425,93,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4067,4402,389,LowSeason,[0-1],Standard,[0-160],[3-4],False
4068,4107,31,OffSeason,[8-inf],Standard,[0-160],[2-2],True
4069,4426,547,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
4070,268,393,LowSeason,[2-3],Nonref,[0-160],[1-1],False
4071,4427,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4072,1537,526,LowSeason,[0-1],Standard,[0-160],[2-2],False
4073,4428,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4074,4429,155,OffSeason,[0-1],Nonref,[160-260],[1-1],False
4075,4430,43,OffSeason,[2-3],Standard,[0-160],[1-1],True
4076,4431,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4077,4432,400,LowSeason,[0-1],Nonref,[160-260],[2-2],False
4078,4433,35,OffSeason,[2-3],Standard,[160-260],[2-2],True
4079,4434,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4080,4435,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4081,4437,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4082,4438,566,NewYear,[2-3],Nonref,[260-360],[3-4],True
4083,4439,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4084,4440,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4085,4441,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4086,4442,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4087,4443,253,OffSeason,[0-1],Standard,[0-160],[2-2],False
4088,4445,35,OffSeason,[2-3],Standard,[160-260],[2-2],True
4089,4446,161,OffSeason,[0-1],Standard,[0-160],[1-1],False
4090,4447,188,OffSeason,[2-3],Standard,[160-260],[2-2],False
4091,4296,567,OffSeason,[0-1],Standard,[0-160],[5-inf],False
4092,4448,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4093,4449,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4094,1287,162,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4095,4450,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4096,4451,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4097,4452,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4098,4453,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4099,4454,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4100,4455,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4101,4456,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4102,4457,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4103,4458,174,OffSeason,[4-7],Standard,[160-260],[5-inf],True
4104,4459,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4105,4460,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4106,4462,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4107,4463,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4108,4464,42,OffSeason,[4-7],Standard,[160-260],[3-4],True
4109,4465,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4110,4466,343,OffSeason,[0-1],Standard,[160-260],[3-4],True
4111,4467,569,LowSeason,[0-1],Standard,,[3-4],True
4112,4468,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4113,4469,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4114,4470,197,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4115,4471,151,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4116,1281,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4117,4472,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4118,4473,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4119,4474,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4120,4475,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4121,4476,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4122,4477,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4123,4478,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4124,4479,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4125,4480,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4126,4481,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4127,1,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4128,4482,93,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4129,4483,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4130,4484,161,OffSeason,[0-1],Standard,[0-160],[1-1],False
4131,4485,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4132,4486,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4133,4487,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4134,2798,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4135,4488,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4136,4489,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4137,4490,66,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
4138,4491,572,OffSeason,[0-1],Nonref,[0-160],[1-1],True
4139,4492,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4140,4493,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4141,4494,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4142,4495,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4143,4496,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4144,4497,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4145,4498,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4146,1371,48,WinterVacation,[2-3],Standard,[0-160],[3-4],True
4147,4499,151,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4148,4502,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4149,4503,123,OffSeason,[4-7],Nonref,[0-160],[3-4],False
4150,4504,573,OffSeason,[0-1],Standard,[160-260],[5-inf],True
4151,4505,29,OffSeason,[4-7],Standard,[0-160],[2-2],False
4152,4506,197,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4153,4507,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4154,4508,203,OffSeason,[0-1],Standard,[0-160],[3-4],True
4155,4509,20,OffSeason,[2-3],Standard,[0-160],[5-inf],False
4156,4510,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4157,4511,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4158,4042,44,OffSeason,[4-7],Standard,[0-160],[1-1],True
4159,4512,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4160,4513,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4161,4514,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4162,4515,574,OffSeason,[0-1],Standard,[160-260],[3-4],False
4163,4516,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4164,4517,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4165,4518,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4166,4519,575,NewYear,[2-3],Standard,[0-160],[2-2],True
4167,4520,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4168,4522,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4169,4523,349,OffSeason,[0-1],Standard,[160-260],[2-2],False
4170,4524,21,OffSeason,[2-3],Standard,[0-160],[2-2],False
4171,4525,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4172,4526,197,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4173,4527,576,NewYear,[4-7],Nonref,[360-500],[5-inf],True
4174,4528,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4175,4530,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4176,4163,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4177,4531,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4178,4532,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4179,4533,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4180,4534,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4181,4535,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4182,4536,21,OffSeason,[2-3],Standard,[0-160],[2-2],False
4183,4537,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4184,4538,64,OffSeason,[0-1],Nonref,[160-260],[5-inf],False
4185,4539,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4186,4524,21,OffSeason,[2-3],Standard,[0-160],[2-2],False
4187,4540,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4188,2889,369,OffSeason,[2-3],Standard,[160-260],[1-1],False
4189,4541,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4190,4542,137,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
4191,4543,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4192,4544,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4193,4545,36,OffSeason,[4-7],Standard,[0-160],[3-4],True
4194,4047,43,OffSeason,[2-3],Standard,[0-160],[1-1],True
4195,4546,150,OffSeason,[8-inf],Nonref,[0-160],[2-2],True
4196,4547,93,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4197,4548,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4198,4549,537,OffSeason,[0-1],Standard,[0-160],[1-1],True
4199,4550,212,OffSeason,[0-1],Standard,[0-160],[2-2],True
4200,4551,43,OffSeason,[2-3],Standard,[0-160],[1-1],True
4201,4552,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4202,4554,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4203,4555,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4204,4556,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4205,4557,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4206,4558,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4207,4559,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4208,4560,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4209,4561,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4210,4562,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4211,4563,577,WinterVacation,[0-1],Standard,[0-160],[3-4],False
4212,4564,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4213,4565,66,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
4214,4566,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4215,4567,112,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
4216,4568,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4217,4569,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4218,4570,101,HighSeason,[4-7],Standard,[360-500],[5-inf],True
4219,4571,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4220,4572,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4221,4573,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4222,4575,28,OffSeason,[4-7],Standard,[0-160],[3-4],False
4223,1433,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4224,4576,578,WinterVacation,[4-7],Nonref,[0-160],[2-2],True
4225,4577,43,OffSeason,[2-3],Standard,[0-160],[1-1],True
4226,4578,579,NewYear,[2-3],Nonref,[160-260],[3-4],True
4227,4579,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4228,4580,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4229,4580,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4230,4581,188,OffSeason,[2-3],Standard,[160-260],[2-2],False
4231,4580,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4232,4582,135,WinterVacation,[4-7],Nonref,[0-160],[3-4],True
4233,4583,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4234,4584,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4235,4585,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4236,4586,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4237,4587,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4238,4588,36,OffSeason,[4-7],Standard,[0-160],[3-4],True
4239,4589,531,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4240,4590,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4241,4540,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4242,4591,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4243,4592,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4244,4593,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4245,4594,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4246,4595,355,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4247,4596,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4248,4597,580,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4249,4598,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4250,4599,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4251,4600,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4252,4601,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4253,2000,212,OffSeason,[0-1],Standard,[0-160],[2-2],True
4254,4602,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4255,3381,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4256,4603,42,OffSeason,[4-7],Standard,[160-260],[3-4],True
4257,4604,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4258,4605,343,OffSeason,[0-1],Standard,[160-260],[3-4],True
4259,4606,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4260,4607,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4261,4608,572,OffSeason,[0-1],Nonref,[0-160],[1-1],True
4262,4609,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4263,4610,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4264,248,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4265,4611,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4266,4612,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4267,4613,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4268,4614,27,Easter,[4-7],Standard,[160-260],[3-4],True
4269,4615,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4270,4616,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4271,4617,170,OffSeason,[4-7],Nonref,[0-160],[1-1],True
4272,4618,556,WinterVacation,[4-7],Nonref,[160-260],[5-inf],True
4273,4619,302,OffSeason,[4-7],Nonref,[160-260],[2-2],False
4274,4620,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4275,4621,175,OffSeason,[2-3],Nonref,[0-160],[1-1],False
4276,4622,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4277,4623,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4278,4624,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4279,4625,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4280,4626,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4281,4628,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4282,4629,170,OffSeason,[4-7],Nonref,[0-160],[1-1],True
4283,4630,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4284,4631,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4285,4632,154,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4286,4633,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4287,4634,35,OffSeason,[2-3],Standard,[160-260],[2-2],True
4288,4636,81,OffSeason,[4-7],Nonref,[0-160],[3-4],True
4289,4637,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4290,4638,581,NewYear,[2-3],Nonref,[0-160],[3-4],True
4291,706,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4292,4640,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4293,4641,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4294,4642,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4295,4643,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4296,4644,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4297,2889,582,OffSeason,[0-1],Standard,[160-260],[1-1],False
4298,4646,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4299,4647,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4300,4648,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4301,4649,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4302,4650,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4303,4651,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4304,4652,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4305,4653,137,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
4306,4654,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4307,4655,175,OffSeason,[2-3],Nonref,[0-160],[1-1],False
4308,4656,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4309,4657,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4310,4658,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4311,4659,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4312,4660,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4313,4661,125,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
4314,4662,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4315,4663,253,OffSeason,[0-1],Standard,[0-160],[2-2],False
4316,4664,137,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
4317,4665,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4318,3700,253,OffSeason,[0-1],Standard,[0-160],[2-2],False
4319,3700,253,OffSeason,[0-1],Standard,[0-160],[2-2],False
4320,4666,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4321,4667,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4322,4668,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4323,4669,355,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4324,4670,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4325,4671,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4326,4672,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4327,4673,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4328,4674,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4329,4675,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4330,4676,583,OffSeason,[8-inf],Standard,[360-500],[3-4],True
4331,4677,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4332,4678,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4333,4679,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4334,4680,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4335,4681,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4336,4682,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4337,4683,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4338,4684,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4339,4685,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4340,4686,32,OffSeason,[2-3],Standard,[0-160],[5-inf],True
4341,4687,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4342,4688,584,Christmas,[4-7],Standard,[260-360],[3-4],True
4343,4689,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4344,4691,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4345,4692,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4346,4641,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4347,4693,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4348,4694,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4349,4695,137,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
4350,4696,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4351,4697,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4352,4698,585,WinterVacation,[4-7],Standard,[260-360],[5-inf],True
4353,4699,174,OffSeason,[4-7],Standard,[160-260],[5-inf],True
4354,4700,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4355,4701,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4356,4702,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4357,4703,123,OffSeason,[4-7],Nonref,[0-160],[3-4],False
4358,4704,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4359,4705,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4360,4707,29,OffSeason,[4-7],Standard,[0-160],[2-2],False
4361,4708,343,OffSeason,[0-1],Standard,[160-260],[3-4],True
4362,4709,67,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4363,4710,572,OffSeason,[0-1],Nonref,[0-160],[1-1],True
4364,4711,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4365,706,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4366,4712,197,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4367,4713,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4368,4714,297,OffSeason,[0-1],Standard,[0-160],[3-4],False
4369,4715,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4370,4716,570,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4371,4717,571,OffSeason,[0-1],Nonref,[0-160],[3-4],True
4372,4718,24,OffSeason,[2-3],Standard,[160-260],[3-4],True
4373,73,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4374,4719,42,OffSeason,[4-7],Standard,[160-260],[3-4],True
4375,1736,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4376,4720,3,WinterVacation,[4-7],Standard,[0-160],[3-4],True
4377,4721,586,NewYear,[2-3],Standard,[0-160],[3-4],True
4378,4722,3,WinterVacation,[4-7],Standard,[0-160],[3-4],True
4379,4724,3,WinterVacation,[4-7],Standard,[0-160],[3-4],True
4380,3932,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4381,4725,48,WinterVacation,[2-3],Standard,[0-160],[3-4],True
4382,4726,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4383,4727,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4384,4728,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4385,4729,587,OffSeason,[0-1],Nonref,[0-160],[5-inf],False
4386,4730,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4387,4731,588,NewYear,[2-3],Nonref,[160-260],[2-2],False
4388,4732,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4389,4733,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4390,4734,61,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4391,4735,170,OffSeason,[4-7],Nonref,[0-160],[1-1],True
4392,4736,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4393,4737,40,OffSeason,[2-3],Standard,[0-160],[1-1],False
4394,4738,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4395,4740,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4396,4741,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4397,4742,589,Christmas,[2-3],Nonref,[160-260],[3-4],False
4398,4743,22,OffSeason,[2-3],Standard,[0-160],[3-4],True
4399,4744,590,NewYear,[4-7],Standard,[160-260],[3-4],True
4400,4745,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4401,4746,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4402,4747,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4403,4748,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4404,4748,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4405,4748,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4406,4749,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4407,4750,162,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4408,4751,117,OffSeason,[2-3],Standard,[260-360],[3-4],True
4409,4753,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4410,4754,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4411,4755,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4412,4756,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4413,4757,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4414,380,56,OffSeason,[2-3],Nonref,[0-160],[3-4],True
4415,4758,151,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4416,4759,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4417,4760,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4418,4761,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4419,4762,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4420,4763,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4421,4764,511,LowSeason,[4-7],Standard,[260-360],[5-inf],True
4422,4765,23,OffSeason,[4-7],Standard,[0-160],[2-2],True
4423,4766,38,OffSeason,[2-3],Standard,[0-160],[3-4],False
4424,4767,60,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4425,4768,137,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
4426,4769,591,Christmas,[2-3],Standard,[260-360],[5-inf],True
4427,418,170,OffSeason,[4-7],Nonref,[0-160],[1-1],True
4428,4770,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4429,4771,129,OffSeason,[2-3],Nonref,[0-160],[3-4],False
4430,4772,151,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4431,4774,592,NewYear,[2-3],Standard,[260-360],[5-inf],True
4432,4775,151,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4433,4776,568,OffSeason,[0-1],Nonref,[0-160],[3-4],False
4434,4777,33,OffSeason,[2-3],Standard,[0-160],[2-2],True
4435,4778,212,OffSeason,[0-1],Standard,[0-160],[2-2],True
4436,4779,69,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4437,4780,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4438,4781,58,OffSeason,[2-3],Nonref,[0-160],[2-2],False
